part_id,part_name,manufacturer_part_number,part_number,brand,appliance_type,current_price,original_price,has_discount,discount_percentage,rating,review_count,description,symptoms,replacement_parts,installation_difficulty,installation_time,delivery_time,availability,image_url,video_url,product_url,compatible_models_count,created_at,updated_at
b7ba49fb-ba02-41cd-8903-de373122ec80,Refrigerator Door Shelf Bin,PS12364199,"",GE,refrigerator,47.95,47.95,f,0.00,5.00,134,"Refrigerator Door Shelf Bin Specifications
This manufacturer-certified Refrigerator Door Shelf Bin, also known as a crisper bin or door shelf bin, is made of clear plastic, and is easy to install. It is used to hold items in the fridge, like jars, cans, and condiments and you'll be able to visually see if the part is broken or cracked. This particular shelf attaches to the fridge door. You can check if this model is right for your appliance by checking your user manual and model number. This par",Overloading of the refrigerator door shelf bins and refrigerator shelf frame caused fatigue and failure of plastic molded parts. | Plastic door shelf broke when hit by the lower crisper drawer | Light bulb burned out | Cannot get a replacement part to make repair | The door bin on my Refrigerator broke | Broken parts | Door bin fell to floor and chipped in pieces | Broken door shelf | Old shelf fell out on the floor and broke | One of the fridge bins snapped as I used one finger to pull ithe door shut,AP6278233,Really Easy,15 - 30 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/12364199-1-N-Frigidaire-242126602-Refrigerator-Door-Shelf-Bin.jpg,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS12364199-Frigidaire-242126602-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18,30,2026-02-11 14:27:31.664705,2026-02-11 14:27:31.664705
d029ce9d-e5ac-43e4-b8cc-fe59cece963d,Refrigerator Door Shelf Bin,PS11752778,"",GE,refrigerator,44.95,44.95,f,0.00,5.00,351,"Refrigerator Door Shelf Bin Specifications
This refrigerator door bin is a genuine OEM replacement designed to fit many side-by-side refrigerator models. Compatible with brands like KitchenAid, Maytag, and Amana, it attaches to the interior door, providing storage for jars and bottles. Featuring a clear design with white trim, this bin is both durable and functional. Installation is tool-free—simply align and snap into place. Verify your refrigerator’s model number before ordering to ensure comp","Refrigerator door shelf and door shelf bin are broken. | I just ordered a replacement door bin | Replaced cracked door bin | broken door bin | door bin broke | Shelf cracked, and crisper was accidentally broken by me.... | drawer was broken | Original Drawer self destructed along the hanging edge",AP6019471 | 2171046 | 2171047 | 2179574 | 2179575 | 2179607 | 2179607K | 2198449 | 2198449K | 2304235,Really Easy,Less than 15 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11752778-1-N-Whirlpool-WPW10321304-Refrigerator-Door-Shelf-Bin.jpg,https://www.youtube.com/watch?v=zSCNN6KpDE8,https://www.partselect.com/PS11752778-Whirlpool-WPW10321304-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18,30,2026-02-11 14:27:31.674308,2026-02-11 14:27:31.674308
a6dd8ee9-2b69-480a-8685-cd814ee97cc8,Refrigerator Ice And Water Filter,PS11701542,"",GE,refrigerator,83.89,83.89,f,0.00,5.00,110,"Refrigerator Ice and Water Filter Specifications
The EDR1RXD1 water filter provides clean, fresh-tasting water by reducing contaminants such as lead, chlorine, and particulates. Designed for easy installation, this filter ensures your refrigerator water and ice are safe and refreshing with every use",Filter indicator light red | Reset rater filter | Water ?? filter needed to be replaced | When the filter was removed the housing leaked. | ice container bin cracked and had a hole in it. | The refrigerator display said I need to replace the filter. | Replacing the water filter. | Replaced filter for ice maker | old filter was overdue for replacement | Changed the filter,AP5982535 | 9900 | 9981 | FILTER 1 | FILTER1 | W10217316 | W10291030 | W10295370 | W10295370A | W10569758,Really Easy,15 - 30 mins,2-3 business days,In Stock Add to cart,"https://www.partselect.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.youtube.com/watch?v=rryiwFOJBYg,https://www.partselect.com/PS11701542-Whirlpool-EDR1RXD1-Refrigerator-Ice-and-Water-Filter.htm?SourceCode=18,30,2026-02-11 14:27:31.675603,2026-02-11 14:27:31.675603
b5a4963d-fbbe-465c-84a3-5ba1b47e1e7b,Refrigerator Door Shelf Retainer Bar,PS734935,"",GE,refrigerator,41.95,49.81,t,15.78,5.00,218,"Door Shelf Retainer Bar Specifications
This door shelf retaining bar, also known as refrigerator door bar retainer or fridge door rack, is a genuine part sourced from the original manufacturer. It is a white This manufacturer-certified Door Shelf Retainer Bar, sometimes otherwise known as the door rack or bar retainer,  is a white, plastic part which can be easily installed onto the inside of the refrigerator or freezer door to hold items on the door shelves.  It holds items in your fridge and w","Fridge falling apart | Broken door shelf, front rollers cracked | Shelf Retainer Bar | The door shelf retainer bars cracked. | Door shelf retainer bar snapped easily into  place. | Had to replace broken crisper shelf frame & broken door shelves | 2 shelves were broken and missingg | Door retainer bars were broken | retainer bar on the door split in the middle, Handle broke and the screws, draw railsnapped | Retainer bar cracked down center",AP3214630 | 948954 | 240534901 | 240534901,Really Easy,Less than 15 mins,2-3 business days,In Stock Add to cart,"https://www.partselect.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.youtube.com/watch?v=RBJ10wFvJ2M,https://www.partselect.com/PS734935-Frigidaire-240534901-Door-Shelf-Retainer-Bar.htm?SourceCode=18,30,2026-02-11 14:27:31.676781,2026-02-11 14:27:31.676781
98f4b4bf-83c2-4cea-a768-3e7df68d34aa,Refrigerator Door Shelf Retainer Bar,PS734936,"",GE,refrigerator,19.94,49.81,t,59.97,5.00,110,"Door Shelf Retainer Bar Specifications
The Door Shelf Retainer Bar, also known as a refrigerator door rack, is a white, plastic part which can be easily installed onto your fridge door.  It holds items in your fridge and will show physical damage if broken, at which time it should be replaced. Check your user manual and model number to see if this part is right for you. To install this part, you will need to remove the old one by unlocking the tabs, which can be slid with your fingers. To instal","Fridge falling apart | Shelf Retainer Bar | The door shelf retainer bars cracked. | Door shelf broke in half | Door shelf retainer bar snapped easily into  place. | Old gasket was cracked, dirty, and causing the refrigerator to run overtime. | 2 shelves were broken and missingg | Door retainer bars were broken | retainer bar on the door split in the middle, Handle broke and the screws, draw railsnapped | Retainer bar was broken.",AP3214631 | 948952 | 240534701,Really Easy,Less than 15 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/734936-1-N-Frigidaire-240534701-Door-Shelf-Retainer-Bar.jpg,https://www.youtube.com/watch?v=JGlCNEgLfM0,https://www.partselect.com/PS734936-Frigidaire-240534701-Door-Shelf-Retainer-Bar.htm?SourceCode=18,30,2026-02-11 14:27:31.678103,2026-02-11 14:27:31.678103
f00c3ffe-158b-455c-87a7-fc085a9da4e6,Samsung Refrigerator Ice Maker Assembly,PS12115595,"",GE,refrigerator,120.73,120.73,f,0.00,5.00,13,"Ice Maker Assembly Specifications
The ice maker assembly contains the complete ice maker and housing. The assembly may include multiple parts; refer to your parts diagram for a complete list of parts included.","Ice maker freezing over, causing ice to get stuck",AP6261445 | DA97-12317A | DA97-12317B | DA97-12317D | DA97-15217A | DA97-15217B | DA97-15217E | DA97-15335A,Really Easy,30 - 60 mins,2-3 business days,In Stock Add to cart,"https://www.partselect.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS12115595-Samsung-DA97-15217D-Ice-Maker-Assembly.htm?SourceCode=18,30,2026-02-11 14:27:31.703285,2026-02-11 14:27:31.703285
f3000c6d-ab4d-49e7-9861-21040270be7f,Refrigerator Crisper Drawer With Humidity Control,PS11739119,"",GE,refrigerator,85.84,85.84,f,0.00,5.00,492,"Refrigerator Crisper Drawer with Humidity Control Specifications
The crisper drawer (Crisper Pan, Refrigerator Crisper Drawer) with humidity control is meant to keep your vegetables and fruit as fresh as possible by allowing you to regulate the humidity levels within the drawer. It attaches on the inside of your refrigerator to the bottom of the crisper shelf. This drawer can break from misuse or accidental damage. It is also subject to material fatigue over time. If broken or damaged, it may be","No water from dispenser. | Replaced broken parts | Everything went great | broken meat drawer and glass shelf,ordered humidity control drawer and shelf | Cracked drawer bin fronts | Crisper drawer broken, please shut the drawer before you shut the door | broken drawer | Replace ice maker | The original drawer had chipped along the glides and would not close properly | crisper drawer side slide broke off",AP6006055 | 2173384 | 2173386 | 2173694 | 2173714 | 2173715 | 2174109 | 2174416 | 2175075 | 2179281,Easy,Less than 15 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11739119-1-N-Whirlpool-WP2188656-Refrigerator-Crisper-Drawer-with-Humidity-Control.jpg,https://www.youtube.com/watch?v=yqWpzesAc6U,https://www.partselect.com/PS11739119-Whirlpool-WP2188656-Refrigerator-Crisper-Drawer-with-Humidity-Control.htm?SourceCode=18,30,2026-02-11 14:27:31.679245,2026-02-11 14:27:31.679245
10f12ce2-b557-420f-9de8-87bd6ce92515,Refrigerator Door Shelf Retainer Bin,PS429868,"",GE,refrigerator,51.95,51.95,f,0.00,5.00,206,"Refrigerator Door Shelf Retainer Bin Specifications
This refrigerator door shelf attaches to the inside of the refrigerator door, typically holds jars and bottles, The manufacturer-approved Refrigerator Door Shelf Retainer Bar, sometimes known as the door rack or bar retainer, is a white, plastic part which can be easily installed onto your fridge door. Just snap the old part up and out of place, and push to snap the new part in its place.  This part holds items in your fridge like jars and bott","Broken shelves and handle | broken door shelf, dairy door cracked | broken shelf and meat drawer support. | Shelf broke | Missing a few pieces | gasket broken and old and shelves broken | a chip broke off the shelf at the ""cliparea"" | Light socket broke | replace the door bin | My fridge needed a refrigerator door shelf retainer/bin.",AP2115858 | 891047 | 240337901 | 240337904 | 240337905,Really Easy,Less than 15 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/429868-1-N-Frigidaire-240337901-Refrigerator-Door-Shelf-Retainer-Bin.jpg,https://www.youtube.com/watch?v=nr8TPEghgjs,https://www.partselect.com/PS429868-Frigidaire-240337901-Refrigerator-Door-Shelf-Retainer-Bin.htm?SourceCode=18,30,2026-02-11 14:27:31.680893,2026-02-11 14:27:31.680893
d9878955-3d01-40fe-a444-87924e57bccd,Refrigerator Door Shelf Bin - White,PS11739091,"",GE,refrigerator,40.95,40.95,f,0.00,5.00,255,"Refrigerator Door Shelf Bin -  White Specifications
The white refrigerator door bin is an essential component for maximizing the storage capacity of your appliance. Measuring approximately 16.25"" wide, 3.25"" high, and 6.25"" deep, it securely holds jars, bottles, and other items in an accessible location on the refrigerator door. This bin is made from sturdy materials to withstand daily use and is designed to fit seamlessly into compatible refrigerator models. Installation is straightforward—simp",Everything went great | Refrigerator gradually got really loud so I opened the back and found the source of noise. | Above parts were broken | Bins were cracked and broken | No water and or ice being dispensed. | I needed replacement door bins. | broken door shelves | the door bin had cracked | Door bin in side refrigerator | shelf in door broken,AP6006028 | 2187172 | 2187172K | 2187194 | 2187194K | WP2187172VP,Really Easy,15 - 30 mins,2-3 business days,In Stock Add to cart,"https://www.partselect.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739091-Whirlpool-WP2187172-Refrigerator-Door-Shelf-Bin-White.htm?SourceCode=18,30,2026-02-11 14:27:31.68202,2026-02-11 14:27:31.68202
bdea7ec8-70fa-4702-a150-f426200b72b3,Refrigerator Crisper Cover Support - Front,PS2358880,"",GE,refrigerator,11.95,11.95,f,0.00,5.00,84,"Crisper Cover Support - Front Specifications
This crisper cover front support is used to keep the crisper shelf in place and may need replacing if the door will not open or close. This white, OEM part measures roughly 1 inch in diameter and can be used for the front and the rear support, as designed by the manufacturer, and mounts to the inside cabinet wall. Replacing this part is an easy repair, and will require a small flat blade screwdriver, a putty knife, and a soft hammer. Remove the crispe","Replace crisp cover support was the most difficult of the entire project and that wasn't hard | crisper frame broke, crisper frame support broke | Support pins snapped off. | GOOD WOMEN -I am blind 75 %- I order the parts my wife installed them fiftrer was easy the shelves was more difficult | Crisper cover support | Broken Crisper drawer cover and support | replaced missing and broken parts | Broken crisper supports | Broken plastic guides on both crisper drawer covers. Upper crisper pan broken. Broken supports. | Broken crisper pan guides",AP4427109 | 1513082 | 240423701 | 7241993101,Really Easy,15 - 30 mins,2-3 business days,In Stock Add to cart,"https://www.partselect.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.youtube.com/watch?v=V_QewaKvc5M,https://www.partselect.com/PS2358880-Frigidaire-241993101-Crisper-Cover-Support-Front.htm?SourceCode=18,30,2026-02-11 14:27:31.683161,2026-02-11 14:27:31.683161
